"X1","X2","Y"
0.554354344594089,0.530227997278752,1
3.41838181016817,1.23679917363735,1
2.49263211228727,6.3753621196506,1
3.85512677999113,5.03625767646113,1
3.99931984263671,5.34173102888813,1
4.96449723843076,1.76930022501052,1
5.8662731196931,5.04391578831201,1
1.40857779957992,6.23391642957673,1
3.76270508944815,5.17330746377264,1
2.89818854454873,5.2455185750419,1
-3.92509975377969,-3.89899239954203,0
-4.65517807140544,-5.86489904115329,0
-9.6237746319158,-2.39403803956221,0
-2.03840578488963,0.592420109761469,0
-5.17077411492833,-4.3951472820816,0
-3.30850820137562,-4.38804268784018,0
-3.07518670773005,-2.40894634245322,0
-2.25341026383512,-1.71374456102028,0
-3.22411476602473,-5.71101240268612,0
1.3876317251688,-6.75644498729812,0
1.52760251109387,3.2763591166983,1
-0.518021376485472,2.77336079569453,1
1.83838183304864,3.47803304013651,1
3.36414710231247,2.57316549207602,1
3.69540260567386,2.66877846243111,1
0.0565032213771928,3.9782190023069,1
1.64392344363232,2.49725590424618,1
-0.237066068652312,4.71494954748897,1
-0.242319687566797,5.33077876833837,1
4.26472051113779,1.04662871554476,1
1.82114531829438,1.70327957948261,1
5.57258139791844,-0.733712052662103,1
1.29259135789863,2.82641426663513,1
3.13459041256971,3.84054594194327,1
2.61363403005,5.60976405866331,1
4.23192254846383,3.69338548184518,1
5.9533776422738,6.8192713336256,1
1.16411245310507,2.19270469343259,1
3.71687384362451,1.88204622988927,1
4.23246217034577,5.37199468886574,1
4.457655577934,4.59599796956939,1
3.56157160792849,-1.31420090216952,1
4.38377436508471,7.4328033181353,1
3.46236108718419,3.1313197198252,1
3.33775867073118,3.97391383698389,1
4.59642928883477,-1.52263935181814,1
2.44430449467445,4.52804862958726,1
3.38506362078421,3.44563755544036,1
-1.94714323313147,1.83074807416352,1
5.85885801358185,5.67742057869476,1
3.61383891042339,0.731205249337056,1
5.48704067465251,3.41611019862641,1
4.54029578767737,1.37333340523481,1
1.375160562794,1.25648210210069,1
1.46221534206727,2.61986191108789,1
2.68031540993803,0.0781465706802376,1
5.15541344609157,5.91277303960399,1
1.44645485138724,0.651324494773065,1
7.00742327378398,4.95622250367763,1
4.43478086512745,1.41749547904907,1
2.6873600008877,0.667868795238686,1
2.5071272429937,4.7941245581624,1
4.45236262001315,3.12661241939319,1
3.61986477135066,2.14300857469686,1
1.66409314299791,6.03848412355869,1
-1.16777252449963,2.10642706906621,1
-0.1030304837545,1.26376868737244,1
-2.41213260498263,0.34149817029052,1
-4.66425826721634,7.40103986145579,1
-2.69766598670735,3.05273916460296,1
-3.86265075681562,6.63441367113948,1
-3.25627645167414,6.52851102673874,1
-0.658460540646234,1.69966042238087,1
0.50413844574345,5.60127388575556,1
-2.8126294003996,4.90070278902565,1
-5.09596950597662,5.21449106613252,1
-3.65788017495272,2.21789197081464,1
-4.43050823674164,4.55647768129661,1
-0.87844784544347,2.17095389320645,1
-1.38999342956255,3.81832919655839,1
-3.82351750762744,4.03140754235721,1
-1.89907842825788,2.77121029814233,1
2.17645874820244,0.375065726589638,1
-1.84863761369144,1.20982144637892,1
-2.39606555139513,4.31692252146596,1
-6.75072265631761,4.90411233936243,1
-3.83686246879518,1.74420443542729,1
-4.9766872123452,4.15834426553471,1
-2.75097173276364,3.99643238528064,1
-0.150136283586585,1.9048449252575,1
-2.97594383337396,2.35035277608918,1
-1.24125009118534,-1.72777963395229,1
-3.01572753736833,3.04128208450912,1
-2.69042698009404,4.80826500980513,1
-6.97111251363719,3.78301841195961,1
-5.07921534121097,0.999599204157489,1
-6.45536672255361,5.38022351142579,1
-2.77572084008487,0.405818610993875,1
-0.0344856461051184,4.14434728340218,1
-3.17273983524161,2.3385436265195,1
-2.20055454090838,4.53928400289306,1
-5.76251887175773,4.17408316876763,1
-1.66777556210303,5.48558654262156,1
0.370273397557996,3.47909399544559,1
-4.44142072504612,0.835731622750632,1
-0.254982744737515,6.74267588397187,1
-5.56862325906563,4.25826123598071,1
0.374028330903825,3.91056339330836,1
-4.43730927635645,3.08931872658204,1
-4.6324450588036,4.04706793812128,1
-2.9007554419521,1.88766884318287,0
-5.54257456183072,-5.37724718628348,0
-0.0269130214813758,-3.8842439588857,0
-1.62403990209381,-1.62532303753749,0
-0.087369588031216,-3.43679848223203,0
-1.80813071232688,-4.16017939203839,0
-2.46957697755617,0.251452822744002,0
-2.24054429283422,-4.48194528040879,0
-2.62764101140161,-3.27579582100558,0
-2.71613645196339,-2.15033967854766,0
-6.34087638441296,-6.44792245174746,0
0.616500771073205,-2.87991609512588,0
-7.85469652526705,-0.938426431022988,0
-2.13835355172908,-4.32790618300811,0
-1.85639558478088,-4.7048521191539,0
-5.94478531119433,-2.46811485959143,0
0.871490146930134,-3.09205400671024,0
-1.84752198362435,-2.72850385709099,0
-3.29461859910374,-0.20322898591489,0
-4.88110654976143,-2.03073882078201,0
-4.64938661544658,-2.22240792370111,0
-4.53446117353597,-4.02909413061481,0
-1.79374640758899,-3.79908216936999,0
-6.76457501936889,-2.62329361650074,0
-4.04833316957397,-1.97082881502194,0
-1.62128652340323,-3.37763768488958,0
-0.848739565364329,-3.6376808144809,0
-4.93460036497186,-5.57919406075675,0
-10.6648877711759,-0.516854899986405,0
-3.53269997078202,-0.261497704601793,0
-5.3024613166398,-0.747203492241085,0
-2.37696920217372,-1.3640291343809,0
-5.5105713519121,-6.07167557819839,0
-4.44105044858546,-5.83609879157291,0
-4.97562052423917,-2.22271605048974,0
-3.98806165663878,-2.87807808118579,0
-0.498275384257011,-3.94930870756434,0
-6.52706735200035,-2.36640413631334,0
0.442947989483511,-6.12278474950867,0
-1.69535752568973,-3.04477653101167,0
-0.812556365125232,-3.62848933034426,0
-6.21802341580509,-1.72441299636741,0
-3.54343029282443,-2.04648958763658,0
-2.33891565584754,-0.535043003778136,0
-3.3013286349353,-1.24576118744117,0
3.74541988532454,-4.48463119513623,0
3.68153236540687,-2.19985756348121,0
5.56052859052809,-2.1439360725377,0
3.1416083030013,0.463701506993975,0
-1.3632283834902,0.146552579492362,0
4.99835093124943,-5.31300033029705,0
2.43315233525892,-2.10419773387756,0
5.45258524840734,-4.51355771061996,0
3.89678447158364,-1.89778365429146,0
1.85926134188982,-4.47805692210031,0
4.23383820612184,-6.68240469619237,0
-0.313088309446283,-0.723257595087131,0
4.02288638578843,-5.0144189669943,0
0.5023319730839,-2.13975015184563,0
1.88403958463733,-4.73523621940104,0
3.75519741681927,-3.81479701232235,0
1.18123305142825,-0.660277184583866,0
4.31051526212769,-5.03784536741353,0
4.44972613401459,-3.22531834485504,0
1.18278489785092,-6.78235962690916,0
4.11625874240231,-7.37095294243501,0
4.70033741401611,-3.93178702221915,0
2.22115514337869,-6.53945937210639,0
5.34144526776746,-5.27547120328595,0
3.5514684427311,1.84747766340141,0
3.48880535200106,-0.629481543199957,0
0.60730918342362,-5.57301360205276,0
1.6668824459817,-3.37510736104668,0
-0.0263118562340439,-3.40961146668307,0
1.22747465908288,-5.56685186251189,0
4.49806093871949,-3.52203301039224,0
5.4020336062715,-5.59085951789086,0
3.5547562009486,-7.1322083135806,0
1.53268984754,-4.39003214321644,0
-1.27431561251417,-2.71700756288382,0
3.18252423517724,-6.19896156021995,0
3.59813332384122,-3.72999426522884,0
3.45971497840615,0.900123921587087,0
3.08826191283995,-1.7777644330453,0
3.06049925143064,-2.9830833006197,0
3.65258711644996,-4.30467234587679,0
6.86099682321998,-0.311253275117696,0
0.816481495406204,-6.9544033638153,0
2.45281513566389,-6.15944918720879,0
3.14843562293042,-2.73702610922491,0
-5.29110900789766,6.81750311524167,1
-3.09906276848625,2.75889194077163,1
-1.9429417393743,4.88085088004555,1
-7.81532640492753,3.5506629680979,1
0.301592085153013,-0.266614323052851,1
-1.96159286849877,7.11187202223615,1
-2.57605751697059,3.9136827991744,1
0.0153055328846201,6.9824211726748,1
-0.810106980087668,4.98197805222152,1
2.50560243516456,4.60653318580322,1
1.33667979563001,2.89790468155573,0
-2.20583725866277,-2.11224684117817,0
3.22985230807406,-1.68656572855894,0
1.74667383037166,-4.06788232639455,0
4.09453048387813,-0.510366475822946,0
3.90727467242475,-4.85221550862452,0
6.69324229450214,-2.18824189950751,0
4.54091413710844,-3.95339197521274,0
4.15807170368562,-4.21725535946556,0
-0.450185186058672,-1.54892581578757,0
